cruise,station,date,lat,lon,taxon,taxa_id_number,abundance_per_transect,abundance
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Euchaetidae (unidentified),10606,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Parathalestris croni,10610,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Plastic Total (trial),10714,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Anomalocera opalus,10741,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Neocalanus gracilis,45,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Rhincalanus nasutus,50,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Euchirella rostrata,51,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Pleuromamma abdominalis,58,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Gammaridea,81,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Centropages bradyi,380,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Euchaeta marina,393,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Paedoclione doliiformis,448,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,Gymnosomata (Unidentified),480,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Calanus finmarchicus,40,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Calanus glacialis,42,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Calanus hyperboreus,44,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Nannocalanus minor,47,1,33.47738652756143
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Metridia lucens,55,17,569.1155709685443
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Metridia longa,56,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Pleuromamma borealis,59,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Candacia armata,61,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Tomopteris spp.,80,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Hyperiidea (Total),82,1,33.47738652756143
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Decapoda larvae (Total),83,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Clione limacina,84,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Euphausiacea Total,88,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Chaetognatha eyecount,89,3,100.43215958268428
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Fish eggs (Total),90,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Fish larvae,91,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Scolecithrix danae,416,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Candacia spp. (Unidentified),429,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Pleuromamma spp. (Unidentified),434,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Polychaete larvae (unidentified),450,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Cumacea,454,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Lepas nauplii,457,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Ostracoda,459,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Amphipoda (Unidentified),626,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Labidocera acutifrons,961,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Salpidae (Total),977,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Doliolidae,978,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Alteutha spp.,985,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Metridia spp. (V-VI) (unidentified),1677,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Siphonostomatoida,10066,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Monstrilloida,10069,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Thalia democratica,10564,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Calanus V-VI unidentified,10566,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Decapod megalopa,10568,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Decapod megalopa,10568,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Decapod zoea,10569,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Decapod zoea,10569,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Fish eggs with oil globules,10572,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Fish eggs with oil globules,10572,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Fish eggs without oil globules,10573,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Fish eggs without oil globules,10573,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Paraeuchaeta norvegica,10605,2,66.95477305512286
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Paraeuchaeta norvegica,10605,2,66.95477305512286
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Euchaetidae (unidentified),10606,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Euchaetidae (unidentified),10606,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Parathalestris croni,10610,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Plastic Total (trial),10714,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Anomalocera opalus,10741,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Neocalanus gracilis,45,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Rhincalanus nasutus,50,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Euchirella rostrata,51,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Pleuromamma abdominalis,58,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Gammaridea,81,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Centropages bradyi,380,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Euchaeta marina,393,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Paedoclione doliiformis,448,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,Gymnosomata (Unidentified),480,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Calanus finmarchicus,40,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Calanus glacialis,42,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Calanus hyperboreus,44,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Nannocalanus minor,47,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Metridia lucens,55,6,200.86431916536856
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Metridia longa,56,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Pleuromamma borealis,59,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Candacia armata,61,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Tomopteris spp.,80,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Hyperiidea (Total),82,1,33.47738652756143
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Decapoda larvae (Total),83,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Clione limacina,84,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Euphausiacea Total,88,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Chaetognatha eyecount,89,3,100.43215958268428
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Fish eggs (Total),90,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Fish larvae,91,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Scolecithrix danae,416,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Candacia spp. (Unidentified),429,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Pleuromamma spp. (Unidentified),434,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Polychaete larvae (unidentified),450,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Cumacea,454,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Lepas nauplii,457,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Ostracoda,459,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Amphipoda (Unidentified),626,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Labidocera acutifrons,961,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Salpidae (Total),977,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Doliolidae,978,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Alteutha spp.,985,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Metridia spp. (V-VI) (unidentified),1677,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Siphonostomatoida,10066,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Monstrilloida,10069,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Thalia democratica,10564,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Calanus V-VI unidentified,10566,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Decapod megalopa,10568,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Decapod megalopa,10568,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Decapod zoea,10569,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Decapod zoea,10569,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Fish eggs with oil globules,10572,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Fish eggs with oil globules,10572,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Fish eggs without oil globules,10573,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Fish eggs without oil globules,10573,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Paraeuchaeta norvegica,10605,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Paraeuchaeta norvegica,10605,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Euchaetidae (unidentified),10606,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Euchaetidae (unidentified),10606,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Parathalestris croni,10610,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Plastic Total (trial),10714,1,33.47738652756143
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Anomalocera opalus,10741,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Neocalanus gracilis,45,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Rhincalanus nasutus,50,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Euchirella rostrata,51,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Pleuromamma abdominalis,58,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Gammaridea,81,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Centropages bradyi,380,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Euchaeta marina,393,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Paedoclione doliiformis,448,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,Gymnosomata (Unidentified),480,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Calanus finmarchicus,40,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Calanus glacialis,42,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Calanus hyperboreus,44,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Nannocalanus minor,47,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Metridia lucens,55,17,569.1155709685443
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Metridia longa,56,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Pleuromamma borealis,59,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Candacia armata,61,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Tomopteris spp.,80,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Hyperiidea (Total),82,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Decapoda larvae (Total),83,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Clione limacina,84,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Euphausiacea Total,88,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Chaetognatha eyecount,89,2,66.95477305512286
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Fish eggs (Total),90,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Fish larvae,91,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Scolecithrix danae,416,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Candacia spp. (Unidentified),429,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Pleuromamma spp. (Unidentified),434,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Polychaete larvae (unidentified),450,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Cumacea,454,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Lepas nauplii,457,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Ostracoda,459,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Amphipoda (Unidentified),626,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Labidocera acutifrons,961,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Salpidae (Total),977,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Doliolidae,978,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Alteutha spp.,985,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Metridia spp. (V-VI) (unidentified),1677,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Siphonostomatoida,10066,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Monstrilloida,10069,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Thalia democratica,10564,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Calanus V-VI unidentified,10566,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Decapod megalopa,10568,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Decapod megalopa,10568,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Decapod zoea,10569,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Decapod zoea,10569,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Fish eggs with oil globules,10572,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Fish eggs with oil globules,10572,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Fish eggs without oil globules,10573,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Fish eggs without oil globules,10573,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Paraeuchaeta norvegica,10605,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Paraeuchaeta norvegica,10605,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Euchaetidae (unidentified),10606,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Euchaetidae (unidentified),10606,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Parathalestris croni,10610,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Plastic Total (trial),10714,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Anomalocera opalus,10741,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Neocalanus gracilis,45,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Rhincalanus nasutus,50,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Euchirella rostrata,51,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Pleuromamma abdominalis,58,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Gammaridea,81,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Centropages bradyi,380,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Euchaeta marina,393,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Paedoclione doliiformis,448,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,Gymnosomata (Unidentified),480,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Calanus finmarchicus,40,1,33.47738652756143
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Calanus glacialis,42,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Calanus hyperboreus,44,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Nannocalanus minor,47,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Metridia lucens,55,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Metridia longa,56,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Pleuromamma borealis,59,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Candacia armata,61,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Tomopteris spp.,80,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Hyperiidea (Total),82,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Decapoda larvae (Total),83,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Clione limacina,84,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Euphausiacea Total,88,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Chaetognatha eyecount,89,2,66.95477305512286
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Fish eggs (Total),90,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Fish larvae,91,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Scolecithrix danae,416,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Candacia spp. (Unidentified),429,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Pleuromamma spp. (Unidentified),434,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Polychaete larvae (unidentified),450,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Cumacea,454,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Lepas nauplii,457,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Ostracoda,459,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Amphipoda (Unidentified),626,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Labidocera acutifrons,961,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Salpidae (Total),977,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Doliolidae,978,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Alteutha spp.,985,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Metridia spp. (V-VI) (unidentified),1677,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Siphonostomatoida,10066,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Monstrilloida,10069,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Thalia democratica,10564,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Calanus V-VI unidentified,10566,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Decapod megalopa,10568,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Decapod megalopa,10568,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Decapod zoea,10569,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Decapod zoea,10569,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Fish eggs with oil globules,10572,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Fish eggs with oil globules,10572,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Fish eggs without oil globules,10573,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Fish eggs without oil globules,10573,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Paraeuchaeta norvegica,10605,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Paraeuchaeta norvegica,10605,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Euchaetidae (unidentified),10606,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Euchaetidae (unidentified),10606,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Parathalestris croni,10610,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Plastic Total (trial),10714,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Anomalocera opalus,10741,NA,NA
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Neocalanus gracilis,45,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Rhincalanus nasutus,50,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Euchirella rostrata,51,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Pleuromamma abdominalis,58,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Gammaridea,81,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Centropages bradyi,380,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Euchaeta marina,393,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Paedoclione doliiformis,448,0,0
466MC,1,2016-01-27T22:18:00Z,43.147,-65.897,Gymnosomata (Unidentified),480,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Calanus finmarchicus,40,1,33.47738652756143
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Calanus glacialis,42,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Calanus hyperboreus,44,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Nannocalanus minor,47,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Metridia lucens,55,75,2510.8039895671072
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Metridia longa,56,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Pleuromamma borealis,59,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Candacia armata,61,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Tomopteris spp.,80,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Hyperiidea (Total),82,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Decapoda larvae (Total),83,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Clione limacina,84,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Euphausiacea Total,88,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Chaetognatha eyecount,89,1,33.47738652756143
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Fish eggs (Total),90,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Fish larvae,91,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Scolecithrix danae,416,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Candacia spp. (Unidentified),429,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Pleuromamma spp. (Unidentified),434,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Polychaete larvae (unidentified),450,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Cumacea,454,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Lepas nauplii,457,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Ostracoda,459,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Amphipoda (Unidentified),626,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Labidocera acutifrons,961,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Salpidae (Total),977,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Doliolidae,978,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Alteutha spp.,985,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Metridia spp. (V-VI) (unidentified),1677,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Siphonostomatoida,10066,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Monstrilloida,10069,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Thalia democratica,10564,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Calanus V-VI unidentified,10566,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Decapod megalopa,10568,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Decapod megalopa,10568,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Decapod zoea,10569,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Decapod zoea,10569,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Fish eggs with oil globules,10572,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Fish eggs with oil globules,10572,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Fish eggs without oil globules,10573,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Fish eggs without oil globules,10573,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Paraeuchaeta norvegica,10605,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Paraeuchaeta norvegica,10605,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Euchaetidae (unidentified),10606,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Euchaetidae (unidentified),10606,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Parathalestris croni,10610,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Plastic Total (trial),10714,6,200.86431916536856
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Anomalocera opalus,10741,NA,NA
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Neocalanus gracilis,45,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Rhincalanus nasutus,50,0,0
466MC,3,2016-01-27T23:36:00Z,43.205,-66.347,Euchirella rostrata,51,0,0
