cruise,station,date,lat,lon,pci,taxon,taxa_id_number,abundance_per_transect,abundance
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Rhabdosphaera clavigera,10511,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Syracosphaera pulchra,10512,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Coccolithus pelagicus,10513,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Coccolithus pelagicus,10513,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Licmophora spp.,10527,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Asterionellopsis glacialis,10615,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Prorocentrum spp. ('Exuviaella' type),10620,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Pseudo-nitzschia delicatissima complex,10623,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Pseudo-nitzschia seriata complex,10624,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Corethron hystrix,10681,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Rhizosolenia imbricata,10684,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Delphineis surirella,10712,0,0
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Coscinodiscus concinnus,165,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Leptocylindrus danicus,175,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Rhizosolenia setigera,187,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Ceratium bucephalum,224,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Prorocentrum spp. Total,259,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Actiniscus pentasterias,980,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Leptocylindrus mediterraneus,1001,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Grammatophora spp.,1624,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Prorocentrum micans,1679,NA,NA
465MC,9,2015-12-25T21:22:00Z,43.368,-67.723,2,Braarudosphaera bigelowii,10509,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Paralia sulcata,101,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Skeletonema costatum,102,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Thalassiosira spp.,103,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Rhizosolenia hebetata semispina,108,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Chaetoceros(Hyalochaete) spp.,112,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Chaetoceros(Phaeoceros) spp.,113,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Odontella sinensis,114,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Thalassiothrix longissima,116,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Thalassionema nitzschioides,117,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium fusus,121,35000,11717.0852846465
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium furca,122,35000,11717.0852846465
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium lineatum,123,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium tripos,124,15000,5021.6079791342145
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium macroceros,125,15000,5021.6079791342145
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium horridum,126,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium longipes,127,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium arcticum,128,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Dinoflagellate cysts (Total),130,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Bacteriastrum spp.,154,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Bellerochea malleus,155,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Odontella aurita,157,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Coscinodiscus spp. (Unidentified),166,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ditylum brightwellii,168,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Eucampia zodiacus,169,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Fragilaria spp.,170,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Navicula spp.,176,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Cylindrotheca closterium,177,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Stephanopyxis spp.,190,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Coccolithaceae (Total),195,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Pterosperma spp. (Total),196,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Silicoflagellates,198,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Nitzschia spp. (Unidentified),199,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium pentagonum,240,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Dinophysis spp. Total,251,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Gonyaulax spp.,253,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Protoperidinium spp.,255,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Pinus pollen,812,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Stellate body (Land plant hair),814,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Coscinodiscus wailesii,976,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Proboscia alata,1000,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Dinophysis acuta,1602,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Hyalochaete resting spore,1612,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Scrippsiella cysts,10505,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Acanthoica quattrospina,10508,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Emiliania huxleyi type,10510,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Emiliania huxleyi type,10510,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Rhabdosphaera clavigera,10511,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Syracosphaera pulchra,10512,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Coccolithus pelagicus,10513,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Coccolithus pelagicus,10513,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Licmophora spp.,10527,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Asterionellopsis glacialis,10615,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Prorocentrum spp. ('Exuviaella' type),10620,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Pseudo-nitzschia delicatissima complex,10623,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Pseudo-nitzschia seriata complex,10624,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Corethron hystrix,10681,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Rhizosolenia imbricata,10684,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Delphineis surirella,10712,0,0
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Coscinodiscus concinnus,165,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Leptocylindrus danicus,175,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Rhizosolenia setigera,187,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Ceratium bucephalum,224,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Prorocentrum spp. Total,259,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Actiniscus pentasterias,980,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Leptocylindrus mediterraneus,1001,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Grammatophora spp.,1624,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Prorocentrum micans,1679,NA,NA
465MC,11,2015-12-25T22:59:00Z,43.418,-68.177,2,Braarudosphaera bigelowii,10509,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Paralia sulcata,101,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Skeletonema costatum,102,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Thalassiosira spp.,103,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Rhizosolenia hebetata semispina,108,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Chaetoceros(Hyalochaete) spp.,112,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Chaetoceros(Phaeoceros) spp.,113,15000,5021.6079791342145
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Odontella sinensis,114,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Thalassiothrix longissima,116,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Thalassionema nitzschioides,117,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium fusus,121,15000,5021.6079791342145
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium furca,122,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium lineatum,123,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium tripos,124,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium macroceros,125,15000,5021.6079791342145
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium horridum,126,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium longipes,127,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium arcticum,128,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Dinoflagellate cysts (Total),130,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Bacteriastrum spp.,154,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Bellerochea malleus,155,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Odontella aurita,157,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Coscinodiscus spp. (Unidentified),166,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ditylum brightwellii,168,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Eucampia zodiacus,169,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Fragilaria spp.,170,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Navicula spp.,176,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Cylindrotheca closterium,177,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Stephanopyxis spp.,190,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Coccolithaceae (Total),195,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Pterosperma spp. (Total),196,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Silicoflagellates,198,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Nitzschia spp. (Unidentified),199,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium pentagonum,240,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Dinophysis spp. Total,251,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Gonyaulax spp.,253,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Protoperidinium spp.,255,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Pinus pollen,812,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Stellate body (Land plant hair),814,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Coscinodiscus wailesii,976,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Proboscia alata,1000,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Dinophysis acuta,1602,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Hyalochaete resting spore,1612,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Scrippsiella cysts,10505,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Acanthoica quattrospina,10508,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Emiliania huxleyi type,10510,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Emiliania huxleyi type,10510,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Rhabdosphaera clavigera,10511,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Syracosphaera pulchra,10512,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Coccolithus pelagicus,10513,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Coccolithus pelagicus,10513,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Licmophora spp.,10527,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Asterionellopsis glacialis,10615,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Pseudo-nitzschia delicatissima complex,10623,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Pseudo-nitzschia seriata complex,10624,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Corethron hystrix,10681,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Rhizosolenia imbricata,10684,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Delphineis surirella,10712,0,0
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Coscinodiscus concinnus,165,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Leptocylindrus danicus,175,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Rhizosolenia setigera,187,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Ceratium bucephalum,224,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Prorocentrum spp. Total,259,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Actiniscus pentasterias,980,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Leptocylindrus mediterraneus,1001,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Grammatophora spp.,1624,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Prorocentrum micans,1679,NA,NA
465MC,13,2015-12-26T00:37:00Z,43.467,-68.63,1,Braarudosphaera bigelowii,10509,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Paralia sulcata,101,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Skeletonema costatum,102,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Thalassiosira spp.,103,15000,5021.6079791342145
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Rhizosolenia hebetata semispina,108,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Chaetoceros(Hyalochaete) spp.,112,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Chaetoceros(Phaeoceros) spp.,113,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Odontella sinensis,114,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Thalassiothrix longissima,116,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Thalassionema nitzschioides,117,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium fusus,121,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium furca,122,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium lineatum,123,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium tripos,124,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium macroceros,125,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium horridum,126,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium longipes,127,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium arcticum,128,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Dinoflagellate cysts (Total),130,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Bacteriastrum spp.,154,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Bellerochea malleus,155,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Odontella aurita,157,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Coscinodiscus spp. (Unidentified),166,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ditylum brightwellii,168,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Eucampia zodiacus,169,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Fragilaria spp.,170,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Navicula spp.,176,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Cylindrotheca closterium,177,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Stephanopyxis spp.,190,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Coccolithaceae (Total),195,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Pterosperma spp. (Total),196,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Silicoflagellates,198,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Nitzschia spp. (Unidentified),199,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium pentagonum,240,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Dinophysis spp. Total,251,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Gonyaulax spp.,253,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Protoperidinium spp.,255,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Pinus pollen,812,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Stellate body (Land plant hair),814,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Coscinodiscus wailesii,976,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Proboscia alata,1000,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Dinophysis acuta,1602,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Hyalochaete resting spore,1612,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Scrippsiella cysts,10505,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Acanthoica quattrospina,10508,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Emiliania huxleyi type,10510,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Emiliania huxleyi type,10510,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Rhabdosphaera clavigera,10511,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Syracosphaera pulchra,10512,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Coccolithus pelagicus,10513,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Coccolithus pelagicus,10513,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Licmophora spp.,10527,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Asterionellopsis glacialis,10615,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Prorocentrum spp. ('Exuviaella' type),10620,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Pseudo-nitzschia delicatissima complex,10623,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Pseudo-nitzschia seriata complex,10624,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Corethron hystrix,10681,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Rhizosolenia imbricata,10684,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Delphineis surirella,10712,0,0
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Coscinodiscus concinnus,165,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Leptocylindrus danicus,175,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Rhizosolenia setigera,187,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Ceratium bucephalum,224,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Prorocentrum spp. Total,259,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Actiniscus pentasterias,980,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Leptocylindrus mediterraneus,1001,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Grammatophora spp.,1624,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Prorocentrum micans,1679,NA,NA
465MC,15,2015-12-26T02:13:00Z,43.515,-69.085,1,Braarudosphaera bigelowii,10509,NA,NA
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Paralia sulcata,101,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Skeletonema costatum,102,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Thalassiosira spp.,103,15000,5021.6079791342145
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Rhizosolenia hebetata semispina,108,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Chaetoceros(Hyalochaete) spp.,112,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Chaetoceros(Phaeoceros) spp.,113,15000,5021.6079791342145
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Odontella sinensis,114,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Thalassiothrix longissima,116,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Thalassionema nitzschioides,117,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium fusus,121,15000,5021.6079791342145
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium furca,122,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium lineatum,123,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium tripos,124,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium macroceros,125,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium horridum,126,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium longipes,127,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium arcticum,128,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Dinoflagellate cysts (Total),130,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Bacteriastrum spp.,154,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Bellerochea malleus,155,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Odontella aurita,157,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Coscinodiscus spp. (Unidentified),166,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ditylum brightwellii,168,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Eucampia zodiacus,169,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Fragilaria spp.,170,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Navicula spp.,176,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Cylindrotheca closterium,177,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Stephanopyxis spp.,190,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Coccolithaceae (Total),195,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Pterosperma spp. (Total),196,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Silicoflagellates,198,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Nitzschia spp. (Unidentified),199,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Ceratium pentagonum,240,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Dinophysis spp. Total,251,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Gonyaulax spp.,253,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Protoperidinium spp.,255,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Pinus pollen,812,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Stellate body (Land plant hair),814,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Coscinodiscus wailesii,976,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Proboscia alata,1000,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Dinophysis acuta,1602,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Hyalochaete resting spore,1612,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Scrippsiella cysts,10505,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Acanthoica quattrospina,10508,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Emiliania huxleyi type,10510,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Emiliania huxleyi type,10510,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Rhabdosphaera clavigera,10511,0,0
465MC,17,2015-12-26T03:51:00Z,43.56,-69.542,1,Syracosphaera pulchra,10512,0,0
